Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),
Configuration Field Inputs,50,50,2,0,0,15,V1,v,10000,I2,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Frequency,ROCOF,
 ,3.04,0.945611033611,143.401917988,1.02460538541,114.185898616,50.0026373829,0.000461353816735,
 ,3.06,0.945283412673,144.187144872,1.0242503957,114.971125501,50.0024940332,0.000906190695709,
 ,3.08,0.944951727042,144.999376121,1.02389100176,115.78335675,50.0023177221,0.00123237595475,
 ,3.1,0.944620828106,145.836627564,1.02353246022,116.620608193,50.0021126333,0.00149704637526,
 ,3.12,0.944295352613,146.696563485,1.02317979519,117.480544113,50.0018754071,0.00175898710554,
 ,3.14,0.943979540629,147.576538184,1.02283760094,118.360518813,50.0015958737,0.00207365065971,
 ,3.16,0.943677102033,148.473647767,1.02250989726,119.257628396,50.0012583496,0.00248853342687,
 ,3.18,0.943391133665,149.384790055,1.0222000397,120.168770683,50.0008433789,0.00303929062912,
 ,3.2,0.943124084673,150.306730376,1.021910682,121.090711005,50.0003297669,0.00374690975387,
 ,3.22,0.942877764445,151.236170871,1.0216437847,122.0201515,49.9996967266,0.00461617506405,
 ,3.24,0.942653385551,152.169820927,1.02140066166,122.953801556,49.9989259534,0.0056355478975,
 ,3.26,0.942451632943,153.104466428,1.02118205507,123.888447056,49.9980034447,0.00677846729065,
 ,3.28,0.942272750058,154.037035576,1.02098822868,124.821016205,49.9969209102,0.00800595301332,
 ,3.3,0.942116632093,154.964659248,1.02081906895,125.748639876,49.9956766496,0.00927027943544,
 ,3.32,0.941982916839,155.884724063,1.02067418341,126.668704692,49.9942758243,0.0105193946847,
 ,3.34,0.941871064064,156.794916703,1.02055298669,127.578897331,49.9927301027,0.0117016946961,
 ,3.36,0.94178041589,157.693258359,1.02045476596,128.477238987,49.9910567137,0.0127707325889,
 ,3.38,0.941710232929,158.578128684,1.02037872006,129.362109313,49.989276993,0.0136894531477,
 ,3.4,0.941659704116,159.448279023,1.02032397018,130.232259651,49.9874145525,0.0144335886535,
 ,3.42,0.941627931859,160.302835178,1.02028954373,131.086815806,49.9854932324,0.0149939305415,
 ,3.44,0.941613897827,161.141290356,1.02027433733,131.925270985,49.9835350127,0.015377292843,
 ,3.46,0.941616417809,161.963489254,1.02027706782,132.747469882,49.9815580636,0.0156060976356,
 ,3.48,0.941634096039,162.769604465,1.02029622285,133.553585093,49.9795751,0.0157166288848,
 ,3.5,0.941665289771,163.560106549,1.02033002245,134.344087178,49.9775921791,0.0157561090753,
 ,3.52,0.941708093633,164.335729115,1.02037640205,135.119709743,49.9756080447,0.0157788447649,
 ,3.54,0.941760350496,165.097430248,1.02043302434,135.881410876,49.9736140742,0.0158417568768,
