Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.977601410311,83.6880348945,1.63514022588,-100.055426766,1.63514022588,-100.055426766,0.84358898013,-128.845910257,0.84358898013,-128.845910257,1.30968103983,94.6766291383,1.30968103983,94.6766291383,50.0,-7.34665761633,
 ,0.02,0.977600153235,83.6882308355,1.63514078164,-100.05514821,1.63514078164,-100.05514821,0.843587131482,-128.845893004,0.843587131482,-128.845893004,1.30968016062,94.6768348167,1.30968016062,94.6768348167,49.9999919159,-2.70264745098,
 ,0.04,0.977600251036,83.6884444901,1.63514546927,-100.054894391,1.63514546927,-100.054894391,0.843584857311,-128.845856496,0.843584857311,-128.845856496,1.30968145214,94.677034958,1.30968145214,94.677034958,49.9999877037,-0.994227466516,
 ,0.06,0.977600947318,83.6887121333,1.63515283289,-100.054596952,1.63515283289,-100.054596952,0.843581953137,-128.84579897,0.843581953137,-128.84579897,1.30968392452,94.6772770748,1.30968392452,94.6772770748,49.9999834943,-0.365734550662,
 ,0.08,0.977601906345,83.6890302657,1.63516137668,-100.054241722,1.63516137668,-100.054241722,0.843578871761,-128.845720286,0.843578871761,-128.845720286,1.30968692796,94.6775687294,1.30968692796,94.6775687294,49.9999789865,-0.134523426754,
 ,0.1,0.896875904453,86.6471023715,1.50770738244,-105.415869685,1.50770738244,-105.415869685,0.709961795227,-116.784229759,0.709961795227,-116.784229759,1.16509511021,93.8350628963,1.16509511021,93.8350628963,49.9178925903,0.339426344231,
 ,0.12,0.892815784038,87.5167413067,1.50232295422,-105.070127085,1.50232295422,-105.070127085,0.702543163177,-115.268796137,0.702543163177,-115.268796137,1.15697756001,94.4846119531,1.15697756001,94.4846119531,49.9230217002,0.105984182553,
 ,0.14,0.893068737482,88.5398761882,1.50606090273,-104.481607988,1.50606090273,-104.481607988,0.697642838592,-113.729162268,0.697642838592,-113.729162268,1.15523774791,95.316563257,1.15523774791,95.316563257,49.9140506226,0.0880689835347,
 ,0.16,0.894864647546,89.7403399187,1.51215794452,-103.685285663,1.51215794452,-103.685285663,0.694225979101,-112.03866542,0.694225979101,-112.03866542,1.15545207897,96.3425231497,1.15545207897,96.3425231497,49.8988754853,0.110060361659,
 ,0.18,0.9704392575,89.0486831951,1.61415015254,-97.163502799,1.61415015254,-97.163502799,0.813962403974,-120.788636031,0.813962403974,-120.788636031,1.28111544065,99.1411924009,1.28111544065,99.1411924009,49.9399670084,-0.335726091926,
 ,0.2,0.984751306661,89.6989306909,1.64377902135,-96.0355790516,1.64377902135,-96.0355790516,0.82598913268,-120.802065282,0.82598913268,-120.802065282,1.30323165478,99.9769085415,1.30323165478,99.9769085415,49.9271150268,-0.0506358537094,
 ,0.22,0.990584011187,90.5207135009,1.65213910896,-95.0041651334,1.65213910896,-95.0041651334,0.833032135665,-120.192111926,0.833032135665,-120.192111926,1.3108998447,100.906200382,1.3108998447,100.906200382,49.9154198892,0.0359934230747,
 ,0.24,0.992271565397,91.2680301059,1.64734842363,-93.9421466475,1.64734842363,-93.9421466475,0.841825709487,-119.63414368,0.841825709487,-119.63414368,1.31200633291,101.821741568,1.31200633291,101.821741568,49.9110693615,0.0334569625692,
