Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.984615186503,-6.16544918606,2.95491499991,172.445327648,3.11677747967,175.671210203,2.63627660087,154.696006545,3.66150287721,0.422072854219,1.41230502486,121.887071121,3.84896272439,3.23870900752,50.0,-5.42192764211,
 ,0.02,0.984607093469,-6.16511261779,2.95499793295,172.447464101,3.11687025994,175.673226445,2.63620978002,154.694802394,3.66150486365,0.422555965425,1.41230797117,121.885907168,3.84895101455,3.2389630552,49.9999684284,-1.99447442918,
 ,0.04,0.984603764608,-6.16474180926,2.95509494497,172.448970799,3.11697585869,175.674614376,2.63615119999,154.694959449,3.6615333708,0.423118083479,1.41231615964,121.884851736,3.84896718089,3.23933927792,49.9999529224,-0.733648793137,
 ,0.06,0.984603650695,-6.16427818206,2.95521770626,172.450689587,3.1171089516,175.676196628,2.63608086878,154.695639286,3.66158385562,0.423878812894,1.41233686104,121.883767812,3.84900648519,3.23991480262,49.9999385798,-0.269822817413,
 ,0.08,0.984605395569,-6.16372553796,2.95536723988,172.45277081,3.11727107985,175.67811772,2.63599999285,154.69640735,3.66165085509,0.424768939189,1.41236692308,121.88255574,3.84906141809,3.24060744947,49.999926469,-0.0992024576074,
 ,0.1,0.978428244788,-6.69959714648,2.60919822029,175.651402539,2.76416371174,179.264447753,2.8960954047,153.884895612,3.60081740567,0.64356386143,1.49513109319,123.098908152,3.80927814044,3.15414050903,49.7393794293,1.2056529774,
 ,0.12,0.977588700628,-6.75369116999,2.59225277359,176.116985496,2.74788464614,179.746837482,2.91065750355,153.706699149,3.597946526,0.686311027112,1.50208841389,123.045823888,3.80641300931,3.14654826606,49.7922713988,0.184043283878,
 ,0.14,0.977288173034,-6.79720624932,2.58692228978,176.32170609,2.74301803884,179.956062397,2.91541424003,153.636008946,3.59817205466,0.693186049239,1.50642476015,122.990637598,3.80594474431,3.12762279274,49.8119509427,-0.0165561947262,
 ,0.16,0.977314843582,-6.84546011241,2.58605751191,176.406510465,2.74251002818,-179.9588302,2.91657782444,153.624464464,3.60027559996,0.680056021899,1.51030244687,122.930817275,3.80691819947,3.09672626465,49.8047885514,0.0373818171043,
 ,0.18,0.982770623759,-6.48562256567,2.86686276287,173.436198668,3.02806571541,176.751437704,2.70252560553,154.463650159,3.65405992647,0.452429790039,1.44478114331,121.933351119,3.84175761582,3.0989857979,49.9559276641,-1.24309190288,
 ,0.2,0.984264201448,-6.48929052889,2.90282005961,172.810587161,3.06403520527,176.091607467,2.6762516062,154.735100958,3.66393847463,0.319980824552,1.4376158823,121.851855803,3.84879850824,3.03271812987,49.9335302705,-0.296187550158,
 ,0.22,0.985051816939,-6.53485548996,2.92179456097,172.522953604,3.08327749108,175.785889448,2.6661322092,154.815134807,3.67059091392,0.222007646744,1.43463572853,121.725840128,3.85290686068,2.95759531837,49.8879716174,0.108768122272,
 ,0.24,0.98533237676,-6.60599200638,2.93164363144,172.368535438,3.09339402218,175.621634797,2.66486087027,154.768217685,3.67465294661,0.120924550704,1.43238832871,121.573924061,3.85471707616,2.86640791197,49.8687584816,0.127727670752,
 ,0.26,0.985195498737,-6.69738091621,2.93421937581,172.307985548,3.09619935492,175.557713138,2.67038862397,154.620701605,3.67637674205,0.0155848650156,1.43037420405,121.400211046,3.85458602032,2.76206848507,49.8651920366,0.0609095291624,
 ,0.28,0.984764672508,-6.80365684752,2.93154710012,172.314860411,3.09372907041,175.5658671,2.68035994204,154.405000539,3.67631226315,-0.0906103552091,1.42856674967,121.209886533,3.85309924331,2.65007785233,49.8677162631,0.00851951066699,
 ,0.3,0.984179292585,-6.91900775548,2.92607261908,172.363707485,3.08846306022,175.618455683,2.69207915437,154.153673029,3.67517826036,-0.194212895048,1.42701628113,121.008150676,3.85094501392,2.53630039865,49.8715475144,-0.0161472169964,
 ,0.32,0.983565972425,-7.03818684462,2.920087963,172.432711979,3.08273231777,175.691599517,2.70309753318,153.892670449,3.67366578528,-0.292782786979,1.42580069513,120.799930615,3.84874722092,2.42549813747,49.8749576956,-0.0228076662563,
 ,0.34,0.983020253693,-7.15709812143,2.91544198418,172.505519223,3.07842159886,175.767245096,2.71154540309,153.63808653,3.6723294478,-0.385367097843,1.42498461628,120.588891828,3.84696828614,2.32046403069,49.877762724,-0.0223227846731,
 ,0.36,0.982598559734,-7.27302003976,2.91344087367,172.571783236,3.07686686448,175.833802241,2.71626194003,153.395928316,3.67154174425,-0.472563043555,1.42458833505,120.376693009,3.84587213795,2.22177941729,49.8804044442,-0.0215549972714,
 ,0.38,0.982318764742,-7.38456501751,2.91485659911,172.626798394,3.07886272614,175.885783165,2.71678187114,153.163877475,3.67149228913,-0.55618542498,1.42457538176,120.16283125,3.84553429612,2.12814082006,49.8834297932,-0.0234072665459,
 ,0.4,0.982167094154,-7.49146262369,2.91999167101,172.67047853,3.08472675568,175.922745627,2.71322862076,152.934111176,3.67221632462,-0.638666978886,1.42485870646,119.945084713,3.84588360376,2.03707481099,49.8872366435,-0.0281363263351,
 ,0.42,0.98210868703,-7.59424196039,2.92877053163,172.705936794,3.09439041205,175.947811737,2.70615581328,152.696428822,3.67363840757,-0.722380797272,1.42531947382,119.720344948,3.84675922747,1.94579814306,49.8919939137,-0.034677997667,
 ,0.44,0.982099163297,-7.69387619911,2.94084123904,172.737951872,3.10750042128,175.966056612,2.69637151745,152.441096842,3.67561940522,-0.809063567215,1.4258306584,119.485543621,3.84796811022,1.85199406338,49.8976596344,-0.0415995203752,
 ,0.46,0.982094955102,-7.79144069312,2.95567729438,172.771600037,3.12352087483,175.983052814,2.68477204519,152.160987424,3.67799793544,-0.899459286214,1.42627871523,119.238408958,3.84933170755,1.75434364331,49.9040395456,-0.0476349198389,
 ,0.48,0.982060881032,-7.88782516872,2.97267116789,172.811257149,3.14182786215,176.003783326,2.67220473539,151.852773084,3.68062080411,-0.993225798576,1.42657907878,118.9778951,3.85071566366,1.65274229359,49.9108513461,-0.0519005364457,
 ,0.5,0.981974291125,-7.98352807611,2.99121186845,172.860055115,3.1617889075,176.032017698,2.65937170564,151.517144044,3.68336043098,-1.08907593483,1.42668385668,118.704254867,3.85204105974,1.54821872002,49.9177786478,-0.0539190228192,
 ,0.52,0.98182590083,-8.07854627292,3.01074107602,172.919760301,3.18282138578,176.070127399,2.64677891787,151.158207033,3.68612028126,-1.18507652093,1.42658210607,118.418826615,3.85328002808,1.44263751259,49.9245105297,-0.0535556073538,
 ,0.54,0.981618016491,-8.17235729871,3.0307861227,172.990963441,3.20442777632,176.119234107,2.63472757793,150.782359894,3.68883149355,-1.27900795901,1.42629429678,118.1236578,3.85444117573,1.33829835457,49.9307680598,-0.0509301586296,
 ,0.56,0.981361159967,-8.26397761416,3.05097222622,173.0734437,3.22620982144,176.179552722,2.62333892242,150.396985693,3.69144491317,-1.36869276839,1.42586309183,117.821093272,3.85555111605,1.23754440513,49.9363204045,-0.0463334509641,
 ,0.58,0.981070130769,-8.35207117414,3.07101937845,173.166584106,3.24786682873,176.250801939,2.61259990286,150.009270135,3.69392257326,-1.4522266244,1.42534263826,117.51342949,3.85663763904,1.14246645197,49.9409924876,-0.0401544783136,
 ,0.6,0.980760365814,-8.43507992712,3.09073037925,173.269751585,3.26918460128,176.332589823,2.60241665707,149.625343639,3.69623157434,-1.52808072643,1.42478833367,117.202694077,3.85771819064,1.05474878523,49.9446655705,-0.0328186657913,
 ,0.62,0.98044516393,-8.51135077757,3.10997579767,173.382593144,3.29002086305,176.424720797,2.59266462885,149.249826284,3.69834176083,-1.59508010363,1.42424860918,116.890567763,3.85879507046,0.975659545457,49.9472724358,-0.0247388642111,
 ,0.64,0.980134025907,-8.57924036145,3.12867985936,173.50522964,3.3102912817,176.527401834,2.58322778624,148.885747858,3.70022707736,-1.65229055376,1.42375970071,116.578431746,3.85985673622,0.906153210348,49.9487896478,-0.0162837618901,
 ,0.66,0.979832089524,-8.63718734491,3.14680923911,173.638347382,3.32995814753,176.641346159,2.57402341746,148.534747793,3.70186938839,-1.69886212627,1.42334373749,116.267501837,3.86088324957,0.847032814074,49.9492296705,-0.00776663600606,
 ,0.68,0.979540450687,-8.68374985393,3.16436508765,173.78319815,3.34902208338,176.767784332,2.56501249116,148.197434231,3.70326304133,-1.73387806488,1.42300985769,115.959002086,3.86185337098,0.799116413934,49.948634969,0.000548199484725,
 ,0.7,0.979257066752,-8.71761179169,3.18137759517,173.941523749,3.36751611185,176.90839881,2.55619802176,147.873789382,3.7044185244,-1.75624724893,1.42275757064,115.654333142,3.86275102597,0.763363558841,49.947074845,0.00842928258603,
 ,0.72,0.978977926297,-8.73756567959,3.19790196588,174.115424343,3.38550097451,177.065201552,2.54761516583,147.563536551,3.70536405496,-1.76466026483,1.4225813034,115.35520133,3.86356957989,0.740937289403,49.9446443604,0.0156620686303,
 ,0.74,0.978698218261,-8.74248133212,3.21401467783,174.307191755,3.4030606068,177.240376105,2.5393170604,147.266420249,3.70614460936,-1.75760998363,1.42247502619,115.063689469,3.86431327521,0.733198751858,49.941463878,0.0220406452672,
 ,0.76,0.978413315255,-8.73126953882,3.22980914351,174.519129389,3.42029692783,177.436106124,2.53135999002,146.982385,3.70681856202,-1.73346183874,1.42243602315,114.782265845,3.86499603057,0.741649067477,49.9376776841,0.0273698502528,
 ,0.78,0.978119475455,-8.70284850518,3.24539022658,174.753379375,3.43732345477,177.654411015,2.52379063336,146.711664553,3.70745258937,-1.6905499623,1.42246719512,114.513740326,3.86563839189,0.767843150744,49.9334506862,0.0314759918515,
 ,0.8,0.977814245308,-8.65611862289,3.26086742589,175.011774498,3.45425761182,177.897006281,2.5166371388,146.45480834,3.70811574234,-1.62727379701,1.42257766258,114.261184414,3.86626368019,0.813301844785,49.9289629314,0.0342217070066,
 ,0.82,0.977496600374,-8.58994867248,3.27634686876,175.295727773,3.47121193126,178.165201315,2.50990479048,146.212676089,3.7088736016,-1.54217462226,1.42278179216,114.027834536,3.86689432223,0.879443445223,49.9244023467,0.0355200955422,
 ,0.84,0.977166890934,-8.503174197,3.29192254013,175.606166626,3.48828461917,178.459841288,2.50357617184,145.98642683,3.70978325911,-1.43398018658,1.42309703591,113.816995909,3.86754906786,0.967546240117,49.9199564973,0.0353444904029,
 ,0.86,0.976826666017,-8.39460682734,3.30766739395,175.943512294,3.50555016481,178.781293362,2.49761508518,145.777518777,3.71088960011,-1.30161543233,1.42354111406,113.631959365,3.86824141777,1.07874334456,49.9158042694,0.033732066275,
 ,0.88,0.97647844096,-8.2630519816,3.32362512546,176.307699275,3.52305079077,179.129471522,2.49197307716,145.587725565,3.71222307323,-1.14418556876,1.42412908895,113.47593746,3.86897922553,1.21404262366,49.91210829,0.0307811634427,
 ,0.9,0.976125457186,-8.10733168856,3.3398034091,176.698225184,3.54078955197,179.503889912,2.48659725488,145.419165236,3.71379889748,-0.960942810394,1.42487079447,113.352020605,3.86976518351,1.37435959611,49.9090086898,0.0266433471254,
 ,0.92,0.975771464734,-7.92630926641,3.35616931302,177.11421904,3.55872578683,179.90373231,2.48143813021,145.274332959,3.71561749546,-0.751249387715,1.42576894088,113.263149933,3.87059779167,1.56055036202,49.9066185711,0.0215118158479,
 ,0.94,0.975420542307,-7.71891309498,3.37264739758,177.55451585,3.57677340942,-179.672074556,2.47645645552,145.156126954,3.71766586908,-0.51454742829,1.4268180507,113.212101646,3.87147243112,1.77343417071,49.9050213012,0.0156079502206,
