Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.990754969853,87.5303810639,0.123826532702,-149.345889697,0.127547533291,-109.300366752,50.0,2.15944586286,
 ,0.02,0.990753979778,87.5305458421,0.123825713562,-149.344432446,0.127546141068,-109.30136354,50.000004839,0.794396022216,
 ,0.04,0.990754221262,87.5307258173,0.123826155052,-149.342980732,0.127544089058,-109.302009913,49.9999975621,0.292282941398,
 ,0.06,0.990755038053,87.5309520169,0.123827120263,-149.341196242,0.127541366861,-109.302692537,49.9999845902,0.107590226785,
 ,0.08,0.990756107644,87.531220972,0.123828378703,-149.33914544,0.127538166161,-109.303423066,49.9999757007,0.0396216364424,
 ,0.1,0.927384647339,89.9814008246,0.0838192019823,-108.45203224,0.143790924021,-137.003120004,50.0050965217,-0.00797890409672,
 ,0.12,0.923970267969,90.7575642484,0.0866703617222,-103.391665109,0.143967509991,-139.046438336,50.0033166583,0.00539832951113,
 ,0.14,0.924821674196,91.68388952,0.0910029653327,-99.1590787814,0.143980911713,-140.769429832,50.002647206,0.0050183932764,
 ,0.16,0.927251957229,92.7781316513,0.0962041797257,-94.8236357376,0.144558758364,-142.553815009,50.0027074261,0.00126250284694,
 ,0.18,0.987427895719,92.3650033618,0.123751774674,-125.434543161,0.111701295888,-122.788895923,49.9978381794,0.0410823856042,
 ,0.2,1.00070541675,92.9865182917,0.131306123379,-126.340136316,0.10759327738,-120.161864736,50.0014414928,-0.0026062347084,
 ,0.22,1.0060065776,93.7530142611,0.136362316611,-125.092885841,0.103711752972,-119.764818576,50.0044585052,-0.016041429162,
 ,0.24,1.00721241881,94.4570963497,0.140270447466,-124.348587601,0.100098767713,-118.917815269,50.0073319297,-0.0203024604674,
 ,0.26,1.00607704092,95.10936611,0.142959475845,-124.252337887,0.0973035535824,-117.293973705,50.0099767973,-0.0206272527341,
 ,0.28,1.00382973779,95.7418212156,0.144282800738,-124.710510616,0.0958588369536,-114.914814698,50.0121465601,-0.0182583670022,
 ,0.3,1.00131755571,96.3816721356,0.144231535102,-125.637691349,0.0961182344265,-111.931500496,50.0136599695,-0.014040153308,
 ,0.32,0.999036327595,97.0471963679,0.14294671525,-126.977488217,0.0982068689356,-108.574092361,50.0144866161,-0.00905589547403,
 ,0.34,0.997201278101,97.7479921102,0.140690175478,-128.69280881,0.102030178333,-105.087600347,50.0147491312,-0.00446276205809,
 ,0.36,0.99583611357,98.4867981226,0.137799459199,-130.749590548,0.107321495119,-101.671830809,50.0146780862,-0.00120426617133,
 ,0.38,0.994857943796,99.2617712035,0.134636966579,-133.100295698,0.113707923401,-98.453555638,50.0145443433,0.000199395971707,
 ,0.4,0.994144226184,100.068578264,0.131540029234,-135.671289543,0.120774177589,-95.492308119,50.014590614,-0.000275739418925,
 ,0.42,0.993577058768,100.901980995,0.128778392236,-138.357874619,0.128111942959,-92.8022058664,50.0149792182,-0.00221764285847,
 ,0.44,0.993066558099,101.756835044,0.126525797798,-141.029338607,0.135351858586,-90.3736049967,50.0157656099,-0.00493223959517,
 ,0.46,0.992558325139,102.628576852,0.124850814646,-143.543098152,0.142180811263,-88.1878410976,50.0168991813,-0.00763632777179,
 ,0.48,0.992030744595,103.513339022,0.12372777074,-145.763195371,0.148348751494,-86.2250713529,50.0182463676,-0.00963763632522,
 ,0.5,0.991487081872,104.407845134,0.123063044994,-147.576658764,0.153668783642,-84.4675292673,50.0196272609,-0.0104649839345,
 ,0.52,0.990945965833,105.309213196,0.122728076366,-148.902970615,0.158013333544,-82.9003760978,50.0208558682,-0.00993050998094,
 ,0.54,0.99043249132,106.214761705,0.122590281178,-149.695684328,0.161308318723,-81.5115535704,50.0217752235,-0.00812352037905,
 ,0.56,0.989971119669,107.121874828,0.122536034263,-149.938399051,0.163526546725,-80.2913623243,50.0222810915,-0.00534891931513,
 ,0.58,0.989580834428,108.02794993,0.122483726503,-149.63833648,0.164681037172,-79.2320643612,50.0223312831,-0.00203169092145,
 ,0.6,0.98927254875,108.930424604,0.122387800122,-148.820059653,0.164818588864,-78.3275855851,50.0219409895,0.00138772441776,
 ,0.62,0.98904847414,109.826862692,0.122236033647,-147.520571132,0.16401368316,-77.5732964432,50.0211673949,0.00454404001107,
 ,0.64,0.98890299223,110.715069536,0.122042580725,-145.785955176,0.16236270764,-76.9658146169,50.0200885899,0.00720685565081,
 ,0.66,0.988824498054,111.593205193,0.121838952073,-143.669145619,0.159978464348,-76.5027680092,50.0187822163,0.00930185073881,
 ,0.68,0.988797692694,112.45986929,0.121664670308,-141.228237423,0.156984953208,-76.1824614704,50.0173083937,0.0108954868583,
 ,0.7,0.988805879899,113.314140264,0.121558883448,-138.524858411,0.153512456656,-76.0034009796,50.0156997374,0.012152993165,
 ,0.72,0.98883294116,114.155562581,0.121553809798,-135.622341979,0.149692973329,-75.963645032,50.0139592319,0.0132834922334,
 ,0.74,0.988864798565,114.984085559,0.121670480431,-132.583687792,0.145656050535,-76.0599781173,50.0120649263,0.0144862365269,
 ,0.76,0.98889029885,115.79996494,0.12191684517,-129.46948726,0.141525054706,-76.2869382109,50.0099792048,0.0159089016955,
 ,0.78,0.988901548451,116.603642542,0.122287952402,-126.336074917,0.137413910397,-76.6357784137,50.0076598911,0.0176241593328,
 ,0.8,0.98889379231,117.395620017,0.122767660251,-123.234137501,0.133424343868,-77.093495527,50.0050706058,0.0196257707641,
 ,0.82,0.98886496163,118.176340924,0.123331230058,-120.207902955,0.129643690091,-77.6421017089,50.0021884374,0.0218412842889,
 ,0.84,0.988815025472,118.946091692,0.123948196206,-117.294898311,0.126143352619,-78.2583309116,49.9990078827,0.0241556945593,
 ,0.86,0.988745274964,119.704927939,0.124585060622,-114.526160424,0.122978024357,-78.9139424965,49.9955409466,0.0264393354524,
