Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),
Configuration Field Inputs,50,50,7,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.01093050579,72.4789905402,0.289876907573,-101.333855017,0.289876907573,-101.333855017,0.811429631537,73.7532411405,0.760157974473,76.5404550735,0.498338984762,-112.376610741,0.498338984762,-112.376610741,50.0,-7.29540930708,
 ,0.02,1.01092713373,72.4793976496,0.289863147045,-101.333398317,0.289863147045,-101.333398317,0.811420322239,73.7542963201,0.760149379835,76.5415679289,0.498342436277,-112.374988381,0.498342436277,-112.374988381,49.9999906805,-2.68378899163,
 ,0.04,1.01092783745,72.4798080735,0.28986863607,-101.33546346,0.28986863607,-101.33546346,0.811418020623,73.7547324884,0.760147102609,76.5420159283,0.498332326167,-112.373274501,0.498332326167,-112.373274501,49.9999861288,-0.987288165042,
 ,0.06,1.010930562,72.4803181227,0.289881989681,-101.339174886,0.289881989681,-101.339174886,0.811418475709,73.7549455363,0.760147240681,76.5422199731,0.498315975609,-112.371129545,0.498315975609,-112.371129545,49.9999816385,-0.363180331414,
 ,0.08,1.01093405413,72.4809196129,0.289895929498,-101.342889307,0.289895929498,-101.342889307,0.811417986361,73.7551620329,0.760146357886,76.5424286361,0.498298144739,-112.36900737,0.498298144739,-112.36900737,49.9999769108,-0.133582703929,
 ,0.1,0.745838513448,75.6128233336,3.34440309119,171.388826425,3.34440309119,171.388826425,3.29044076406,1.5177561161,3.21142578855,1.08096403947,0.566498136539,-87.6601307791,0.566498136539,-87.6601307791,49.8559285026,0.608315798662,
 ,0.12,0.732652313254,77.026639747,3.38013937987,171.5852117,3.38013937987,171.5852117,3.22081907049,3.32154826301,3.14320611287,2.88750338338,0.672834940703,-78.5705787624,0.672834940703,-78.5705787624,49.8886935248,0.0754016657692,
 ,0.14,0.727456283156,78.4010947255,3.40789094622,172.463076027,3.40789094622,172.463076027,3.19349496937,5.06628953173,3.11635281407,4.63567703565,0.73538462796,-74.0718207871,0.73538462796,-74.0718207871,49.8905285612,0.026870868672,
 ,0.16,0.725565683375,79.9655044961,3.43692533827,173.797730844,3.43692533827,173.797730844,3.18542541876,7.08045805964,3.10831219184,6.65475011903,0.785935956554,-70.7262824165,0.785935956554,-70.7262824165,49.8785467154,0.0735050352536,
 ,0.18,0.962388439538,80.1077492423,0.330636343819,173.445625732,0.330636343819,173.445625732,0.800663613198,83.6672563546,0.752963937593,86.4613828321,0.832535193415,-74.8832884453,0.832535193415,-74.8832884453,49.9803854382,-0.83211067694,
