Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),
Configuration Field Inputs,50,50,3,0,0,15,V1,v,10000,I2,c,100,I3,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.993834453834,58.7541538785,3.94074456976,64.4935622823,0.550025954309,131.775841847,50.0,0.96818404337,
 ,0.02,0.99383153509,58.7549316379,3.94073342936,64.4939817847,0.549961701742,131.783160335,49.999982735,0.356252827277,
 ,0.04,0.993831156411,58.7556585987,3.94074048176,64.494598451,0.549935287902,131.788849463,49.9999726093,0.1311096201,
 ,0.06,0.993831533714,58.7565327132,3.94075780329,64.4955224417,0.549904791405,131.793906423,49.999961026,0.0482910524681,
 ,0.08,0.993832298712,58.7575953525,3.94078548872,64.4967183266,0.549868424046,131.798988132,49.9999501805,0.0178189995076,
 ,0.1,0.856031032575,56.9040313009,5.21278869337,32.629554483,0.882352161446,138.044516485,50.0169300139,-0.0666236016112,
 ,0.12,0.846195032162,57.095820538,5.20140573238,33.4347758918,0.803907357346,131.206525513,50.0096460107,0.00945859703292,
 ,0.14,0.840859367796,57.3161812839,5.21333215887,33.9713765518,0.768934435331,122.316010632,50.0071925351,0.0144518434195,
 ,0.16,0.837353562687,57.5834311117,5.24228851112,34.4432942357,0.764629992255,113.447585884,50.0072163373,0.00447783849945,
 ,0.18,0.950099256578,59.2152137932,4.40664905287,63.2278552925,0.775268269372,71.8665694071,49.988924567,0.150753635945,
 ,0.2,0.965554922445,59.3302138139,4.4107411594,62.5344995589,0.889685003309,75.52075025,50.0000253074,0.00202995536281,
 ,0.22,0.972182677911,59.5433230749,4.42653206987,62.1126143318,0.926364442447,76.2642821646,50.0064319021,-0.0301148345524,
 ,0.24,0.975865902628,59.7007011545,4.43686381675,61.6802033433,0.945222926094,77.5762238878,50.0104529254,-0.0306487507955,
 ,0.26,0.977835643599,59.7948872669,4.44131467339,61.2118170345,0.956003442222,79.9491010066,50.0132346696,-0.0248711585098,
 ,0.28,0.978651970431,59.8322102667,4.44018301172,60.7245823048,0.965638683754,83.2987975697,50.0151585112,-0.0185077160634,
 ,0.3,0.978765213757,59.821879447,4.43367954503,60.2388203657,0.981023838642,87.0199295089,50.0163551572,-0.0125483968165,
 ,0.32,0.978525513947,59.7731244262,4.42212958459,59.7696721035,1.00639728478,90.4554235332,50.0169269939,-0.00726073853012,
 ,0.34,0.978183662019,59.6945571495,4.40603474482,59.3265533266,1.04300889614,93.1229080005,50.0170068006,-0.00290238813581,
 ,0.36,0.977903079529,59.5940591773,4.38603772559,58.9143399643,1.09028595163,94.7916974042,50.0167542719,0.000304049725621,
 ,0.38,0.977775586267,59.4788500567,4.36285235862,58.5348300023,1.14710455804,95.4567540975,50.0163329715,0.00226784536681,
 ,0.4,0.97783576148,59.3555663004,4.33720204659,58.1879823524,1.21245640393,95.2693137314,50.0158860528,0.0030672453872,
 ,0.42,0.978073546204,59.2302855732,4.30978457594,57.8728165182,1.28547377917,94.4650941762,50.0155185015,0.00292848327496,
 ,0.44,0.978446681343,59.1085214432,4.28126243132,57.5880146864,1.36509991602,93.3038279468,50.0152884044,0.00217234649928,
 ,0.46,0.978893892539,58.9952497065,4.25226853145,57.3323046034,1.44975112912,92.0223699524,50.0152069342,0.00115119739427,
 ,0.48,0.979348105331,58.8949995778,4.22341613203,57.1046855484,1.53721012171,90.8038572165,50.0152452609,0.000191885279252,
 ,0.5,0.979747889545,58.8119897331,4.19530488082,56.9045347336,1.62479872343,89.7651941025,50.0153459347,-0.000446669082892,
 ,0.52,0.980045383248,58.7502532908,4.16851937984,56.7316176444,1.70971646918,88.9609811678,50.0154361431,-0.000597460821707,
 ,0.54,0.980209886883,58.7136960011,4.14362017271,56.5860250687,1.78938076842,88.3978121904,50.01544049,-0.000190948012585,
 ,0.56,0.980227499625,58.7060610119,4.12112918245,56.4680644079,1.86165581057,88.0519485054,50.0152914805,0.000755051423131,
 ,0.58,0.980098016221,58.730811373,4.10151243525,56.3781351369,1.92494306057,87.8852864843,50.0149366164,0.00215641630921,
 ,0.6,0.979830572738,58.7909686867,4.08516287566,56.3166141005,1.97816778122,87.8571830943,50.014341773,0.00388915046579,
 ,0.62,0.979439311849,58.8889537688,4.07238561944,56.283766759,2.02071522519,87.9317241024,50.0134912048,0.00581580236033,
 ,0.64,0.978939879067,59.0264651248,4.06338734013,56.2796894389,2.0523588046,88.0811225059,50.0123849961,0.00780763340867,
 ,0.66,0.97834709182,59.2044126296,4.05827076022,56.3042789745,2.07320080361,88.2863453877,50.0110349896,0.00975999550222,
 ,0.68,0.977673773578,59.4229065296,4.05703450097,56.3572219109,2.08362839603,88.5360682276,50.009460202,0.0116001803502,
 ,0.7,0.976930545153,59.681291227,4.05957792713,56.437995455,2.08427900077,88.824851356,50.007682544,0.0132884978125,
 ,0.72,0.976126286463,59.9782099614,4.06571017831,56.5458749081,2.07600797876,89.1511579669,50.0057233799,0.0148142911202,
 ,0.74,0.975268979057,60.3116881122,4.07516233928,56.6799452936,2.05985451553,89.5155729424,50.0036011735,0.0161889604825,
 ,0.76,0.974366674987,60.6792263415,4.08760164156,56.8391168486,2.03700483435,89.9193829976,50.0013302255,0.0174379468409,
 ,0.78,0.973428388288,61.0778979931,4.10264665072,57.0221445328,2.00875385477,90.3635536116,49.9989203404,0.0185931996816,
 ,0.8,0.972464760825,61.5044472355,4.11988251452,57.2276511814,1.97646681798,90.8480754069,49.9963771728,0.0196870958566,
 ,0.82,0.971488411273,61.9553855506,4.13887548746,57.4541532658,1.94154189236,91.3716297803,49.9937029876,0.0207482318213,
 ,0.84,0.970513932902,62.4270848387,4.1591860931,57.7000881881,1.90537414129,91.9315185513,49.9908975965,0.0217990693595,
 ,0.86,0.969557560409,62.9158660039,4.18038044697,57.9638428705,1.86932095101,92.5237999532,49.9879592974,0.0228551161948,
 ,0.88,0.968636573312,63.4180824494,4.20203945107,58.2437847556,1.83466913143,93.1435674762,49.9848857103,0.0239251721438,
 ,0.9,0.967768537159,63.9301982974,4.22376578826,58.538297487,1.80260420705,93.7853010583,49.9816744695,0.0250121485036,
 ,0.92,0.966970498471,64.448861183,4.24518887306,58.8458237411,1.77418266115,94.4432186857,49.97832378,0.0261140400213,
 ,0.94,0.966258242625,64.9709691266,4.26596812103,59.1649165829,1.75030794236,95.1115673817,49.9748328761,0.0272247577916,
 ,0.96,0.965645698429,65.493730418,4.28579504064,59.4942984719,1.73171089345,95.7848181974,49.9712024267,0.028334682346,
 ,0.98,0.965144535676,66.0147148885,4.30439469567,59.8329242789,1.71893500908,96.4577657058,49.967434925,0.0294309386538,
 ,1.0,0.964763961603,66.5318946626,4.32152701727,60.1800422142,1.71232668997,97.1255679864,49.9635350761,0.0304975051697,
 ,1.02,0.964510687715,67.0436726346,4.33698827327,60.5352451587,1.71203051678,97.7837852545,49.9595101711,0.0315153319644,
 ,1.04,0.96438901614,67.5488975289,4.35061276586,60.8985049918,1.71798954724,98.4284747607,49.955370412,0.0324626522409,
 ,1.06,0.964400987504,68.0468653532,4.36227458522,61.2701841977,1.7299507131,99.0563753916,49.9511291348,0.0333156309479,
 ,1.08,0.964546539444,68.5373081265,4.37188905897,61.6510219935,1.74747548671,99.665176266,49.9468028753,0.0340494164963,
 ,1.1,0.96482364292,69.0203716862,4.37941345658,62.0420958549,1.76995601031,100.253824433,49.942411232,0.034639565904,
 ,1.12,0.965228406689,69.496584952,4.38484655447,62.4447628333,1.79663676582,100.822802115,49.9379765,0.0350637217328,
 ,1.14,0.965755162649,69.9668231244,4.38822682407,62.8605877134,1.82664158805,101.374301914,49.9335230809,0.0353033509045,
 ,1.16,0.966396560519,70.4322669698,4.38962922266,63.2912662918,1.85900542764,101.912248089,49.9290767015,0.0353453249586,
 ,1.18,0.967143705847,70.8943597245,4.38916077947,63.7385516795,1.89270983074,102.44214504,49.9246635012,0.0351831334663,
 ,1.2,0.967986369591,71.3547624394,4.38695532229,64.2041897205,1.92672070779,102.970769238,49.9203090642,0.0348175719347,
 ,1.22,0.968913282441,71.8153079838,4.38316775212,64.6898668981,1.96002667936,103.505748379,49.9160374808,0.0342568191082,
 ,1.24,0.969912506744,72.2779535426,4.37796824698,65.1971711312,1.99167614267,104.055085987,49.9118705145,0.0335158989334,
 ,1.26,0.970971858916,72.7447313395,4.37153668891,65.7275633233,2.02081120116,104.626690431,49.9078269413,0.0326155941656,
 ,1.28,0.972079340551,73.2176974722,4.36405749765,66.2823559177,2.04669672902,105.227956946,49.9039221081,0.0315809319574,
 ,1.3,0.973223530955,73.6988790885,4.35571495241,66.8626943098,2.06874309347,105.865434241,49.9001677344,0.0304393936852,
