Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),
Configuration Field Inputs,50,50,2,0,0,15,V1,v,10000,I2,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Frequency,ROCOF,
 ,3.48,0.820518248045,154.197147687,0.0280206981707,-115.802852313,49.8827024564,-0.0134780257618,
 ,3.5,0.820589194888,154.968970133,0.0280231210054,-115.031029867,49.884866901,-0.0159506853555,
 ,3.52,0.820660328252,155.727999286,0.0280255502098,-114.272000714,49.8872542179,-0.0179547561573,
 ,3.54,0.820729419423,156.475518246,0.0280279096733,-113.524481754,49.8897980413,-0.0194512775462,
 ,3.56,0.820794327959,157.212924467,0.0280301262998,-112.787075533,49.8924296899,-0.0204150471735,
 ,3.58,0.820853059058,157.941682357,0.0280321319668,-112.058317643,49.8950800896,-0.0208356233337,
 ,3.6,0.820903833619,158.663276845,0.0280338659181,-111.336723155,49.8976817319,-0.0207178451015,
 ,3.62,0.820945163306,159.379169168,0.0280352773269,-110.620830832,49.9001705983,-0.0200818252908,
 ,3.64,0.820975921904,160.090756051,0.028036327733,-109.909243949,49.9024879811,-0.0189623982224,
 ,3.66,0.820995404523,160.79933339,0.0280369930645,-109.20066661,49.9045821347,-0.017408033732,
 ,3.68,0.821003367622,161.506065401,0.0280372650043,-108.493934599,49.9064096955,-0.015479258123,
 ,3.7,0.821000044934,162.211960022,0.0280371515345,-107.788039978,49.9079368238,-0.0132466491688,
 ,3.72,0.820986136875,162.917851139,0.0280366765743,-107.082148861,49.9091400278,-0.0107884934977,
 ,3.74,0.82096277346,163.624387955,0.0280358787137,-106.375612045,49.9100066488,-0.00818820912208,
 ,3.76,0.82093145297,164.332031497,0.0280348091189,-105.667968503,49.9105349968,-0.00553164276429,
 ,3.78,0.820893960356,165.04105803,0.0280335287462,-104.95894197,49.9107341434,-0.00290435114692,
 ,3.8,0.820852270758,165.751568845,0.0280321050464,-104.248431155,49.9106233875,-0.000388968571787,
 ,3.82,0.820808444377,166.463505652,0.0280306083755,-103.536494348,49.9102314229,0.00193724856927,
 ,3.84,0.820764519455,167.176670637,0.0280291083394,-102.823329363,49.9095952443,0.00400462442335,
 ,3.86,0.820722410198,167.890750077,0.0280276703083,-102.109249923,49.908758835,0.00575295357698,
 ,3.88,0.820683816136,168.605340342,0.028026352321,-101.394659658,49.9077716839,0.0071330343665,
 ,3.9,0.820650148695,169.319975027,0.0280252025779,-100.680024973,49.9066871823,0.00810781678162,
 ,3.92,0.820622479536,170.034152029,0.0280242576762,-99.9658479709,49.9055609513,0.00865314983076,
 ,3.94,0.82060151369,170.747359378,0.0280235416925,-99.2526406223,49.9044491524,0.00875812555767,
 ,3.96,0.820587588611,171.45909878,0.028023066151,-98.5409012196,49.9034068287,0.00842502817561,
 ,3.98,0.820580698237,172.168905957,0.0280228308448,-97.8310940429,49.9024863235,0.00766890737551,
 ,4.0,0.820580539121,172.876367033,0.028022825411,-97.1236329665,49.9017358186,0.00651680496054,
 ,4.02,0.820586573801,173.581130479,0.0280230314953,-96.4188695207,49.9011980284,0.00500667353756,
 ,4.04,0.820598105195,174.28291432,0.0280234252924,-95.7170856798,49.900909079,0.00318603456305,
 ,4.06,0.820614354924,174.981508614,0.0280239802206,-95.0184913859,49.9008975958,0.00111042993087,
 ,4.08,0.820634538303,175.676773447,0.0280246694831,-94.3232265533,49.9011840143,-0.00115827436846,
 ,4.1,0.820657929373,176.368632944,0.0280254682881,-93.6313670561,49.9017801211,-0.0035536728748,
 ,4.12,0.820683910573,177.057066014,0.0280263555461,-92.9429339863,49.9026888254,-0.00600663640035,
 ,4.14,0.820712003532,177.742094682,0.0280273149206,-92.2579053179,49.9039041562,-0.00844710757445,
 ,4.16,0.820741879542,178.423770978,0.0280283351864,-91.5762290216,49.9054114724,-0.0108058333422,
 ,4.18,0.820773350504,179.102163336,0.0280294099197,-90.8978366642,49.9071878741,-0.0130160014251,
 ,4.2,0.820806343124,179.777343411,0.0280305366177,-90.2226565891,49.9092027963,-0.0150147575389,
 ,4.22,0.820840860735,-179.550625905,0.0280317153941,-89.5506259053,49.9114187684,-0.0167445885386,
 ,4.24,0.820876938185,-178.881700692,0.028032947439,-88.8817006924,49.9137923211,-0.0181545626691,
 ,4.26,0.820914595666,-178.215864049,0.028034233442,-88.2158640489,49.9162750202,-0.0192014213339,
 ,4.28,0.820953797235,-177.553131835,0.0280355721756,-87.5531318352,49.91881461,-0.0198505174399,
 ,4.3,0.820994419092,-176.893556188,0.028036959412,-86.8935561875,49.9213562435,-0.0200765940524,
 ,4.32,0.821036231532,-176.237227075,0.0280383873068,-86.2372270746,49.9238437792,-0.0198643946142,
 ,4.34,0.821078897013,-175.58427232,0.028039844333,-85.5842723202,49.9262211214,-0.019209093217,
 ,4.36,0.821121985036,-174.934856622,0.028041315789,-84.934856622,49.928433577,-0.0181165310741,
 ,4.38,0.821165002685,-174.289180132,0.0280427848417,-84.2891801323,49.9304292037,-0.0166032440129,
 ,4.4,0.821207437859,-173.647477146,0.0280442340029,-83.6474771463,49.9321601192,-0.0146962659377,
 ,4.42,0.82124881064,-173.010015353,0.0280456468834,-83.0100153525,49.9335837415,-0.0124326951549,
 ,4.44,0.821288727073,-172.37709596,0.0280470100295,-82.3770959603,49.9346639276,-0.00985901449017,
 ,4.46,0.821326929063,-171.749054832,0.0280483146275,-81.7490548318,49.935371981,-0.00703016239701,
 ,4.48,0.821363334308,-171.126264541,0.0280495578666,-81.1262645409,49.9356874948,-0.00400836063753,
 ,4.5,0.821398061131,-170.509137073,0.0280507437876,-80.5091370735,49.9355990063,-0.000861714266416,
 ,4.52,0.821431434833,-169.898126704,0.0280518834996,-79.8981267043,49.9351044359,0.00233738920399,
 ,4.54,0.821463974408,-169.293732453,0.028052994726,-79.2937324527,49.9342112945,0.00551404340558,
 ,4.56,0.821496360981,-168.696499452,0.0280541007275,-78.6964994523,49.9329366466,0.00859270132048,
